Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR031854	(1, 37.8704)	(2, 37.6607)	(3, 37.6836)	(4, 37.6666)	(5, 37.5132)	(6, 37.6386)	(7, 37.5498)	(8, 37.5683)	(9, 37.5332)	(10, 37.5121)	(11, 37.5281)	(12, 37.4713)	(13, 37.438)	(14, 37.4121)	(15, 37.3669)	(16, 37.3614)	(17, 37.3041)	(18, 37.2491)	(19, 37.2123)	(20, 37.1604)	(21, 37.1226)	(22, 37.0267)	(23, 36.9505)	(24, 36.9151)	(25, 36.8586)	(26, 37.0087)	(27, 36.9123)	(28, 36.8806)	(29, 36.8383)	(30, 36.7828)	(31, 36.8379)	(32, 36.7611)	(33, 36.6796)	(34, 36.6408)	(35, 36.5877)	(36, 36.5737)	(37, 36.4537)	(38, 36.412)	(39, 36.3164)	(40, 36.2789)	(41, 36.2395)	(42, 36.1313)	(43, 36.0434)	(44, 35.9334)	(45, 35.8844)	(46, 35.8283)	(47, 35.6977)	(48, 35.5899)	(49, 35.4733)	(50, 35.3637)	(51, 35.2874)	(52, 35.1062)	(53, 34.9276)	(54, 34.8453)	(55, 34.677)	(56, 34.2017)	(57, 34.1837)	(58, 34.0202)	(59, 33.8245)	(60, 33.597)	(61, 33.5469)	(62, 33.2564)	(63, 33.0455)	(64, 32.8468)	(65, 32.6657)	(66, 32.4638)	(67, 32.2051)	(68, 31.9331)	(69, 31.734)	(70, 31.4862)	(71, 30.9545)	(72, 30.6435)	(73, 30.3671)	(74, 30.1357)	(75, 29.8783)	(76, 31.5345)	(77, 31.3429)	(78, 31.0479)	(79, 30.903)	(80, 30.6457)	(81, 30.8843)	(82, 30.5615)	(83, 30.2566)	(84, 29.9536)	(85, 29.5532)	(86, 29.0439)	(87, 28.7094)	(88, 28.3666)	(89, 28.0801)	(90, 27.7772)											
ERR031893	(1, 38.0445)	(2, 37.9381)	(3, 37.9079)	(4, 37.8911)	(5, 37.8091)	(6, 37.8551)	(7, 37.811)	(8, 37.7738)	(9, 37.7594)	(10, 37.7365)	(11, 37.7147)	(12, 37.6692)	(13, 37.621)	(14, 37.5848)	(15, 37.5473)	(16, 37.5237)	(17, 37.4635)	(18, 37.4152)	(19, 37.3697)	(20, 37.3199)	(21, 37.2565)	(22, 37.175)	(23, 37.1131)	(24, 37.0634)	(25, 37.0197)	(26, 37.1554)	(27, 37.0619)	(28, 37.0044)	(29, 36.9381)	(30, 36.8903)	(31, 36.9083)	(32, 36.8068)	(33, 36.7089)	(34, 36.6264)	(35, 36.5443)	(36, 36.5276)	(37, 36.4084)	(38, 36.3129)	(39, 36.232)	(40, 36.1485)	(41, 36.0811)	(42, 35.9489)	(43, 35.832)	(44, 35.7541)	(45, 35.6148)	(46, 35.5617)	(47, 35.3896)	(48, 35.2328)	(49, 35.1079)	(50, 34.9556)	(51, 34.8275)	(52, 34.6903)	(53, 34.5162)	(54, 34.3781)	(55, 34.2532)	(56, 33.9874)	(57, 33.687)	(58, 33.4844)	(59, 33.2426)	(60, 32.9542)	(61, 32.5954)	(62, 32.2726)	(63, 32.0115)	(64, 31.7201)	(65, 31.3717)	(66, 30.9597)	(67, 30.5963)	(68, 30.2697)	(69, 29.9198)	(70, 29.5446)	(71, 28.9405)	(72, 28.5256)	(73, 28.1567)	(74, 27.8857)	(75, 27.5243)	(76, 29.1842)	(77, 28.8529)	(78, 28.5663)	(79, 28.2682)	(80, 27.9372)	(81, 27.894)	(82, 27.4608)	(83, 27.0724)	(84, 26.6473)	(85, 26.1476)	(86, 25.3386)	(87, 24.9138)	(88, 24.523)	(89, 24.1418)	(90, 23.9317)											
ERR031925	(1, 38.1599)	(2, 38.0413)	(3, 37.9774)	(4, 37.9939)	(5, 37.9313)	(6, 37.9734)	(7, 37.9309)	(8, 37.9261)	(9, 37.8946)	(10, 37.8859)	(11, 37.8799)	(12, 37.8246)	(13, 37.7884)	(14, 37.7563)	(15, 37.7273)	(16, 37.7078)	(17, 37.6637)	(18, 37.6097)	(19, 37.5576)	(20, 37.5004)	(21, 37.4606)	(22, 37.3799)	(23, 37.3218)	(24, 37.2674)	(25, 37.219)	(26, 37.131)	(27, 37.1831)	(28, 37.1471)	(29, 37.1041)	(30, 37.0443)	(31, 37.1835)	(32, 37.0862)	(33, 37.0306)	(34, 36.9577)	(35, 36.89)	(36, 36.8708)	(37, 36.7781)	(38, 36.6923)	(39, 36.6181)	(40, 36.5575)	(41, 36.4833)	(42, 36.3463)	(43, 36.2625)	(44, 36.1472)	(45, 36.0833)	(46, 36.0078)	(47, 35.8455)	(48, 35.7313)	(49, 35.6106)	(50, 35.4485)	(51, 35.3972)	(52, 35.2331)	(53, 35.1577)	(54, 35.0708)	(55, 34.8851)	(56, 34.5527)	(57, 34.4135)	(58, 34.1832)	(59, 33.9223)	(60, 33.7003)	(61, 33.4189)	(62, 33.1281)	(63, 32.8617)	(64, 32.6241)	(65, 32.3693)	(66, 31.9312)	(67, 31.6225)	(68, 31.3561)	(69, 31.0838)	(70, 30.7139)	(71, 30.2092)	(72, 29.8414)	(73, 29.4564)	(74, 29.1494)	(75, 28.8516)	(76, 30.556)	(77, 30.2602)	(78, 29.9916)	(79, 29.6838)	(80, 29.3142)	(81, 29.371)	(82, 28.9933)	(83, 28.5539)	(84, 28.1945)	(85, 27.797)	(86, 27.1569)	(87, 26.6926)	(88, 26.3061)	(89, 26.001)	(90, 25.5665)											
ERR031976	(1, 38.2991)	(2, 38.1926)	(3, 38.1605)	(4, 38.1634)	(5, 38.092)	(6, 38.1452)	(7, 38.1079)	(8, 38.0663)	(9, 38.0321)	(10, 38.0305)	(11, 38.0049)	(12, 37.9523)	(13, 37.908)	(14, 37.8867)	(15, 37.8388)	(16, 37.8027)	(17, 37.7399)	(18, 37.6848)	(19, 37.7582)	(20, 37.7495)	(21, 37.7367)	(22, 37.6806)	(23, 37.651)	(24, 37.6058)	(25, 37.6408)	(26, 37.6361)	(27, 37.5751)	(28, 37.5207)	(29, 37.5142)	(30, 37.4759)	(31, 37.4402)	(32, 37.3622)	(33, 37.3078)	(34, 37.2632)	(35, 37.2229)	(36, 37.1666)	(37, 37.0826)	(38, 37.0055)	(39, 36.9722)	(40, 36.8442)	(41, 36.851)	(42, 36.7543)	(43, 36.6983)	(44, 36.5997)	(45, 36.5359)	(46, 36.4781)	(47, 36.3899)	(48, 36.2962)	(49, 36.1849)	(50, 36.1051)	(51, 36.011)	(52, 35.8392)	(53, 35.7939)	(54, 35.6862)	(55, 35.5895)	(56, 35.365)	(57, 35.1408)	(58, 34.9735)	(59, 34.8493)	(60, 34.6704)	(61, 34.4013)	(62, 34.1786)	(63, 34.0077)	(64, 33.7152)	(65, 33.5305)	(66, 33.232)	(67, 33.1348)	(68, 32.8717)	(69, 32.5933)	(70, 32.3169)	(71, 31.8059)	(72, 31.4736)	(73, 31.2718)	(74, 31.0873)	(75, 30.8451)	(76, 31.5033)	(77, 31.4906)	(78, 31.3684)	(79, 31.1706)	(80, 31.0144)	(81, 31.5302)	(82, 31.2888)	(83, 31.0145)	(84, 30.7495)	(85, 30.4503)	(86, 29.7143)	(87, 29.4271)	(88, 29.1503)	(89, 28.8767)	(90, 28.5847)											
ERR031982	(1, 38.2539)	(2, 38.1394)	(3, 38.1246)	(4, 38.0902)	(5, 38.0408)	(6, 38.0605)	(7, 38.037)	(8, 38.0014)	(9, 37.983)	(10, 37.9496)	(11, 37.9094)	(12, 37.8695)	(13, 37.8333)	(14, 37.7903)	(15, 37.7621)	(16, 37.7)	(17, 37.6433)	(18, 37.5891)	(19, 37.6649)	(20, 37.6334)	(21, 37.6534)	(22, 37.5981)	(23, 37.5588)	(24, 37.5279)	(25, 37.5458)	(26, 37.57)	(27, 37.498)	(28, 37.4546)	(29, 37.4151)	(30, 37.3992)	(31, 37.3646)	(32, 37.3062)	(33, 37.2243)	(34, 37.1986)	(35, 37.1282)	(36, 37.1039)	(37, 37.0584)	(38, 36.962)	(39, 36.9012)	(40, 36.8604)	(41, 36.7945)	(42, 36.6977)	(43, 36.6249)	(44, 36.5459)	(45, 36.4935)	(46, 36.4459)	(47, 36.3003)	(48, 36.225)	(49, 36.1472)	(50, 36.0357)	(51, 35.9736)	(52, 35.8183)	(53, 35.6904)	(54, 35.6003)	(55, 35.5096)	(56, 35.3268)	(57, 35.1436)	(58, 34.9242)	(59, 34.7795)	(60, 34.612)	(61, 34.3771)	(62, 34.1175)	(63, 33.941)	(64, 33.7448)	(65, 33.5812)	(66, 33.2677)	(67, 33.0767)	(68, 32.8258)	(69, 32.6315)	(70, 32.3413)	(71, 31.7938)	(72, 31.5102)	(73, 31.2734)	(74, 31.0769)	(75, 30.8373)	(76, 31.4351)	(77, 31.4159)	(78, 31.2537)	(79, 31.101)	(80, 30.9536)	(81, 31.4241)	(82, 31.1675)	(83, 30.9398)	(84, 30.6833)	(85, 30.3194)	(86, 29.5398)	(87, 29.2554)	(88, 28.9975)	(89, 28.6864)	(90, 28.4112)											
ERR034521	(1, 37.9403)	(2, 37.8293)	(3, 37.8094)	(4, 37.7922)	(5, 37.7068)	(6, 37.7424)	(7, 37.6925)	(8, 37.6784)	(9, 37.6424)	(10, 37.6259)	(11, 37.6143)	(12, 37.5604)	(13, 37.5048)	(14, 37.4832)	(15, 37.4646)	(16, 37.4576)	(17, 37.3895)	(18, 37.3521)	(19, 37.3082)	(20, 37.2701)	(21, 37.2465)	(22, 37.1915)	(23, 37.1317)	(24, 37.0692)	(25, 37.0443)	(26, 36.935)	(27, 36.8334)	(28, 36.8037)	(29, 36.7364)	(30, 36.6974)	(31, 36.8878)	(32, 36.8022)	(33, 36.7781)	(34, 36.7349)	(35, 36.6528)	(36, 36.8013)	(37, 36.7188)	(38, 36.4605)	(39, 36.5565)	(40, 36.5531)	(41, 36.5378)	(42, 36.4808)	(43, 36.4023)	(44, 36.368)	(45, 36.3246)	(46, 36.2894)	(47, 36.2161)	(48, 36.1357)	(49, 36.0561)	(50, 36.0157)	(51, 36.0181)	(52, 35.8809)	(53, 35.7901)	(54, 35.6853)	(55, 35.5959)	(56, 35.5333)	(57, 35.3607)	(58, 35.2024)	(59, 35.1177)	(60, 35.0045)	(61, 34.9127)	(62, 34.7279)	(63, 34.5797)	(64, 34.4558)	(65, 34.3057)	(66, 34.1037)	(67, 33.923)	(68, 33.7728)	(69, 33.634)	(70, 33.4781)	(71, 33.0513)	(72, 32.9103)	(73, 32.7239)	(74, 32.5001)	(75, 32.38)	(76, 33.6023)	(77, 33.4362)	(78, 33.2149)	(79, 33.0931)	(80, 32.9048)	(81, 33.135)	(82, 32.89)	(83, 32.7285)	(84, 32.5282)	(85, 32.2565)	(86, 31.9046)	(87, 31.615)	(88, 31.3521)	(89, 31.1421)	(90, 30.9388)											
ERR034553	(1, 37.8108)	(2, 37.6487)	(3, 37.6446)	(4, 37.6375)	(5, 37.5417)	(6, 37.5888)	(7, 37.544)	(8, 37.5181)	(9, 37.4931)	(10, 37.4826)	(11, 37.4708)	(12, 37.4242)	(13, 37.3955)	(14, 37.3561)	(15, 37.3462)	(16, 37.3484)	(17, 37.2817)	(18, 37.2325)	(19, 37.2162)	(20, 37.1907)	(21, 37.1417)	(22, 37.063)	(23, 37.0172)	(24, 36.9884)	(25, 36.9406)	(26, 36.8186)	(27, 36.716)	(28, 36.6051)	(29, 36.6271)	(30, 36.5708)	(31, 36.7667)	(32, 36.6631)	(33, 36.6276)	(34, 36.5638)	(35, 36.5587)	(36, 36.6138)	(37, 36.6374)	(38, 36.5998)	(39, 36.5626)	(40, 36.5079)	(41, 36.6201)	(42, 36.537)	(43, 36.4321)	(44, 36.3997)	(45, 36.3671)	(46, 36.3547)	(47, 36.2682)	(48, 36.2061)	(49, 36.1504)	(50, 36.0654)	(51, 36.0751)	(52, 35.9186)	(53, 35.8831)	(54, 35.7942)	(55, 35.7414)	(56, 35.6203)	(57, 35.5176)	(58, 35.3964)	(59, 35.2586)	(60, 35.1776)	(61, 35.1271)	(62, 34.9491)	(63, 34.8133)	(64, 34.7013)	(65, 34.585)	(66, 34.5168)	(67, 34.3267)	(68, 34.1531)	(69, 34.0344)	(70, 33.8791)	(71, 33.4177)	(72, 33.2166)	(73, 33.0493)	(74, 32.9348)	(75, 32.8252)	(76, 34.0435)	(77, 33.8992)	(78, 33.7594)	(79, 33.6551)	(80, 33.4886)	(81, 33.9033)	(82, 33.7194)	(83, 33.5896)	(84, 33.4072)	(85, 33.2253)	(86, 32.9223)	(87, 32.6952)	(88, 32.4872)	(89, 32.3153)	(90, 32.0132)											
ERR034626	(1, 38.1422)	(2, 37.9949)	(3, 38.01)	(4, 37.9724)	(5, 37.8943)	(6, 37.9116)	(7, 37.8573)	(8, 37.8574)	(9, 37.8385)	(10, 37.8405)	(11, 37.7882)	(12, 37.7515)	(13, 37.7325)	(14, 37.6884)	(15, 37.6699)	(16, 37.6924)	(17, 37.6278)	(18, 37.5728)	(19, 37.5559)	(20, 37.5242)	(21, 37.4538)	(22, 37.3847)	(23, 37.3488)	(24, 37.33)	(25, 37.1942)	(26, 37.1546)	(27, 37.0808)	(28, 37.0499)	(29, 36.9856)	(30, 36.9049)	(31, 37.1009)	(32, 37.0001)	(33, 36.9259)	(34, 36.97)	(35, 37.0163)	(36, 37.1264)	(37, 37.0532)	(38, 36.9767)	(39, 36.8241)	(40, 36.779)	(41, 36.7603)	(42, 36.6061)	(43, 36.7112)	(44, 36.4703)	(45, 36.6238)	(46, 36.6673)	(47, 36.5839)	(48, 36.552)	(49, 36.4873)	(50, 36.4356)	(51, 36.4086)	(52, 36.3412)	(53, 36.1638)	(54, 36.1085)	(55, 36.028)	(56, 35.8303)	(57, 35.763)	(58, 35.6564)	(59, 35.62)	(60, 35.385)	(61, 35.4212)	(62, 35.2395)	(63, 35.1818)	(64, 34.9746)	(65, 34.6152)	(66, 34.5332)	(67, 34.4002)	(68, 34.0891)	(69, 33.9302)	(70, 33.9759)	(71, 32.6738)	(72, 32.4562)	(73, 32.1777)	(74, 32.2288)	(75, 31.9091)	(76, 33.4308)	(77, 33.336)	(78, 33.162)	(79, 33.1384)	(80, 32.9407)	(81, 34.1869)	(82, 33.9767)	(83, 33.8855)	(84, 33.5573)	(85, 33.332)	(86, 32.9271)	(87, 32.6873)	(88, 32.6242)	(89, 32.3651)	(90, 31.9813)											
ERR047840	(1, 32.0975)	(2, 32.3556)	(3, 32.4332)	(4, 35.9098)	(5, 35.862)	(6, 35.8603)	(7, 35.846)	(8, 35.8298)	(9, 37.4818)	(10, 37.4655)	(11, 37.4614)	(12, 37.4233)	(13, 37.4037)	(14, 38.7231)	(15, 38.6869)	(16, 38.6584)	(17, 38.623)	(18, 38.5745)	(19, 38.5857)	(20, 38.5349)	(21, 38.4811)	(22, 38.4216)	(23, 38.355)	(24, 38.293)	(25, 38.222)	(26, 38.1168)	(27, 38.0215)	(28, 38.1095)	(29, 38.2725)	(30, 38.3234)	(31, 38.355)	(32, 38.3513)	(33, 38.3263)	(34, 38.2988)	(35, 38.2808)	(36, 38.2352)	(37, 38.178)	(38, 38.1167)	(39, 38.0791)	(40, 38.0445)	(41, 37.9947)	(42, 37.9288)	(43, 37.8619)	(44, 37.7882)	(45, 37.7342)	(46, 37.6744)	(47, 37.6022)	(48, 37.5211)	(49, 37.4347)	(50, 37.2571)	(51, 37.1405)	(52, 37.0825)	(53, 37.0173)	(54, 36.9449)	(55, 36.8122)	(56, 36.6909)	(57, 36.5328)	(58, 36.3757)	(59, 36.1582)	(60, 35.9565)	(61, 35.783)	(62, 35.5932)	(63, 35.3652)	(64, 35.1852)	(65, 35.0043)	(66, 34.7394)	(67, 34.4958)	(68, 34.2555)	(69, 34.0287)	(70, 33.7721)	(71, 33.5153)	(72, 33.2427)	(73, 32.931)	(74, 32.6382)	(75, 32.3743)	(76, 31.1237)	(77, 31.4546)	(78, 31.5832)	(79, 31.4549)	(80, 31.2522)	(81, 30.9922)	(82, 30.6719)	(83, 30.3822)	(84, 30.0411)	(85, 29.6599)	(86, 29.3204)	(87, 28.9269)	(88, 28.5331)	(89, 28.1152)	(90, 27.6494)											
ERR050746	(1, 32.629)	(2, 32.8843)	(3, 32.9609)	(4, 36.2707)	(5, 36.2665)	(6, 36.2891)	(7, 36.2759)	(8, 36.2704)	(9, 38.0589)	(10, 38.0454)	(11, 38.0082)	(12, 37.9928)	(13, 37.9703)	(14, 39.4652)	(15, 39.4241)	(16, 39.3883)	(17, 39.3425)	(18, 39.2987)	(19, 39.2997)	(20, 39.2361)	(21, 39.1749)	(22, 39.1121)	(23, 39.0453)	(24, 39.1696)	(25, 39.1592)	(26, 39.1137)	(27, 39.0875)	(28, 39.0464)	(29, 39.1175)	(30, 39.1484)	(31, 39.1664)	(32, 39.1481)	(33, 39.125)	(34, 39.0894)	(35, 39.0341)	(36, 39.0002)	(37, 38.9707)	(38, 38.9325)	(39, 38.9037)	(40, 38.8676)	(41, 38.8193)	(42, 38.7595)	(43, 38.7047)	(44, 38.661)	(45, 38.5997)	(46, 38.5283)	(47, 38.4603)	(48, 38.3794)	(49, 38.2807)	(50, 38.2355)	(51, 38.1717)	(52, 38.0499)	(53, 37.9611)	(54, 37.8547)	(55, 37.7598)	(56, 37.6539)	(57, 37.5347)	(58, 37.4093)	(59, 37.2422)	(60, 37.0901)	(61, 36.9513)	(62, 36.7797)	(63, 36.6051)	(64, 36.4134)	(65, 36.2578)	(66, 36.0496)	(67, 35.8594)	(68, 35.6388)	(69, 35.4266)	(70, 35.2324)	(71, 35.0434)	(72, 34.8319)	(73, 34.6087)	(74, 34.3907)	(75, 34.1749)	(76, 32.9635)	(77, 33.3791)	(78, 33.5639)	(79, 33.5685)	(80, 33.4423)	(81, 33.2698)	(82, 33.0645)	(83, 32.8301)	(84, 32.6183)	(85, 32.3887)	(86, 32.199)	(87, 32.0024)	(88, 31.764)	(89, 31.501)	(90, 31.2244)											
