Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR031854	(1, 44.5396)	(2, 41.9693)	(3, 42.099399999999996)	(4, 43.7124)	(5, 43.007400000000004)	(6, 44.9464)	(7, 43.6861)	(8, 42.798)	(9, 43.446)	(10, 43.717299999999994)	(11, 43.3092)	(12, 43.5482)	(13, 43.3839)	(14, 43.1569)	(15, 43.4602)	(16, 43.5834)	(17, 43.4579)	(18, 43.7518)	(19, 43.727199999999996)	(20, 43.6586)	(21, 43.9187)	(22, 43.88)	(23, 43.7914)	(24, 43.9825)	(25, 43.9886)	(26, 43.8759)	(27, 44.0884)	(28, 44.1107)	(29, 44.0445)	(30, 44.2106)	(31, 44.115500000000004)	(32, 44.040800000000004)	(33, 44.264700000000005)	(34, 44.1389)	(35, 44.0894)	(36, 44.277899999999995)	(37, 44.2283)	(38, 44.1669)	(39, 44.372699999999995)	(40, 44.3465)	(41, 44.2586)	(42, 44.395)	(43, 44.3363)	(44, 44.2729)	(45, 44.4255)	(46, 44.4353)	(47, 44.3376)	(48, 44.4946)	(49, 44.4694)	(50, 44.4243)	(51, 44.6037)	(52, 44.5508)	(53, 44.5245)	(54, 44.6469)	(55, 44.6412)	(56, 44.7127)	(57, 44.7787)	(58, 44.757000000000005)	(59, 44.64)	(60, 44.811299999999996)	(61, 44.8176)	(62, 44.7716)	(63, 44.9009)	(64, 44.9025)	(65, 44.8378)	(66, 45.012)	(67, 44.9786)	(68, 44.9312)	(69, 45.086999999999996)	(70, 45.0477)	(71, 45.0317)	(72, 45.1697)	(73, 45.1549)	(74, 45.101200000000006)	(75, 45.2937)	(76, 45.0799)	(77, 45.0747)	(78, 45.2252)	(79, 45.2334)	(80, 45.1589)	(81, 45.326499999999996)	(82, 45.278800000000004)	(83, 45.241)	(84, 45.409)	(85, 45.3842)	(86, 45.3358)	(87, 45.4441)	(88, 45.4423)	(89, 45.4349)	(90, 45.590599999999995)											
ERR031893	(1, 40.888200000000005)	(2, 41.6519)	(3, 42.3151)	(4, 42.639500000000005)	(5, 42.4675)	(6, 44.1378)	(7, 43.0794)	(8, 42.6958)	(9, 42.963499999999996)	(10, 43.0439)	(11, 42.8008)	(12, 42.9711)	(13, 42.8)	(14, 42.771)	(15, 43.0039)	(16, 43.0942)	(17, 43.0513)	(18, 43.3652)	(19, 43.3289)	(20, 43.3004)	(21, 43.5599)	(22, 43.5277)	(23, 43.522499999999994)	(24, 43.6644)	(25, 43.6809)	(26, 43.6073)	(27, 43.8032)	(28, 43.810700000000004)	(29, 43.7852)	(30, 43.9247)	(31, 43.8273)	(32, 43.837900000000005)	(33, 44.0374)	(34, 43.911899999999996)	(35, 43.949)	(36, 44.088100000000004)	(37, 44.013600000000004)	(38, 44.0025)	(39, 44.1834)	(40, 44.156099999999995)	(41, 44.1297)	(42, 44.2309)	(43, 44.1714)	(44, 44.197399999999995)	(45, 44.2896)	(46, 44.2831)	(47, 44.284800000000004)	(48, 44.393)	(49, 44.3241)	(50, 44.3359)	(51, 44.5122)	(52, 44.4328)	(53, 44.45)	(54, 44.558)	(55, 44.5391)	(56, 44.5804)	(57, 44.6827)	(58, 44.6584)	(59, 44.6109)	(60, 44.7511)	(61, 44.7594)	(62, 44.763)	(63, 44.8626)	(64, 44.8489)	(65, 44.8302)	(66, 44.9788)	(67, 44.947700000000005)	(68, 44.9224)	(69, 45.0764)	(70, 45.055499999999995)	(71, 45.0786)	(72, 45.1932)	(73, 45.1698)	(74, 45.1725)	(75, 45.3295)	(76, 45.151)	(77, 45.1832)	(78, 45.3091)	(79, 45.2836)	(80, 45.3004)	(81, 45.4116)	(82, 45.4099)	(83, 45.4163)	(84, 45.549299999999995)	(85, 45.533699999999996)	(86, 45.542100000000005)	(87, 45.6723)	(88, 45.6698)	(89, 45.717600000000004)	(90, 45.8187)											
ERR031925	(1, 41.3657)	(2, 42.464200000000005)	(3, 42.992999999999995)	(4, 43.238)	(5, 43.092000000000006)	(6, 45.056000000000004)	(7, 43.6545)	(8, 43.394800000000004)	(9, 43.8154)	(10, 43.6665)	(11, 43.2981)	(12, 43.4643)	(13, 43.326)	(14, 43.3039)	(15, 43.6286)	(16, 43.6987)	(17, 43.6209)	(18, 43.9588)	(19, 43.885600000000004)	(20, 43.877300000000005)	(21, 44.141799999999996)	(22, 44.0734)	(23, 44.0678)	(24, 44.224999999999994)	(25, 44.2185)	(26, 44.157999999999994)	(27, 44.3491)	(28, 44.3249)	(29, 44.2989)	(30, 44.466699999999996)	(31, 44.3613)	(32, 44.3658)	(33, 44.5511)	(34, 44.4427)	(35, 44.461800000000004)	(36, 44.6227)	(37, 44.519)	(38, 44.5135)	(39, 44.7061)	(40, 44.6351)	(41, 44.6109)	(42, 44.7279)	(43, 44.669599999999996)	(44, 44.689499999999995)	(45, 44.8023)	(46, 44.7586)	(47, 44.7466)	(48, 44.8885)	(49, 44.8068)	(50, 44.8203)	(51, 44.9716)	(52, 44.8956)	(53, 44.9)	(54, 45.014199999999995)	(55, 45.0195)	(56, 45.068599999999996)	(57, 45.1599)	(58, 45.1261)	(59, 45.0938)	(60, 45.238499999999995)	(61, 45.2138)	(62, 45.2127)	(63, 45.331700000000005)	(64, 45.3205)	(65, 45.2768)	(66, 45.459500000000006)	(67, 45.393299999999996)	(68, 45.3969)	(69, 45.5403)	(70, 45.5107)	(71, 45.5348)	(72, 45.6429)	(73, 45.6069)	(74, 45.6241)	(75, 45.7928)	(76, 45.588)	(77, 45.6337)	(78, 45.7654)	(79, 45.7401)	(80, 45.7593)	(81, 45.8831)	(82, 45.8499)	(83, 45.8741)	(84, 46.0437)	(85, 46.0009)	(86, 46.0117)	(87, 46.1336)	(88, 46.1602)	(89, 46.1451)	(90, 46.3211)											
ERR031976	(1, 42.6123)	(2, 42.7479)	(3, 43.5599)	(4, 43.6912)	(5, 43.5985)	(6, 44.9349)	(7, 44.1326)	(8, 43.7393)	(9, 43.9288)	(10, 44.006699999999995)	(11, 43.8615)	(12, 44.0376)	(13, 43.895)	(14, 43.8483)	(15, 44.0588)	(16, 44.1236)	(17, 44.0905)	(18, 44.3759)	(19, 44.3154)	(20, 44.3501)	(21, 44.5594)	(22, 44.5307)	(23, 44.539899999999996)	(24, 44.683299999999996)	(25, 44.6753)	(26, 44.6676)	(27, 44.840999999999994)	(28, 44.8129)	(29, 44.786300000000004)	(30, 44.937)	(31, 44.8817)	(32, 44.872299999999996)	(33, 45.048899999999996)	(34, 44.9696)	(35, 44.974599999999995)	(36, 45.1203)	(37, 45.074799999999996)	(38, 45.0652)	(39, 45.23)	(40, 45.2072)	(41, 45.1534)	(42, 45.2636)	(43, 45.230599999999995)	(44, 45.2259)	(45, 45.3445)	(46, 45.3073)	(47, 45.2971)	(48, 45.4426)	(49, 45.362700000000004)	(50, 45.3666)	(51, 45.4964)	(52, 45.4652)	(53, 45.4513)	(54, 45.5607)	(55, 45.5591)	(56, 45.5809)	(57, 45.6956)	(58, 45.7104)	(59, 45.623999999999995)	(60, 45.7474)	(61, 45.7405)	(62, 45.745799999999996)	(63, 45.8495)	(64, 45.846599999999995)	(65, 45.8166)	(66, 45.9717)	(67, 45.9152)	(68, 45.909299999999995)	(69, 46.0698)	(70, 46.043099999999995)	(71, 46.1093)	(72, 46.2206)	(73, 46.1946)	(74, 46.199)	(75, 46.3244)	(76, 46.1943)	(77, 46.216)	(78, 46.3108)	(79, 46.3252)	(80, 46.3088)	(81, 46.4162)	(82, 46.4113)	(83, 46.4195)	(84, 46.556)	(85, 46.558899999999994)	(86, 46.577600000000004)	(87, 46.692099999999996)	(88, 46.7136)	(89, 46.7519)	(90, 46.8918)											
ERR031982	(1, 42.612)	(2, 42.7734)	(3, 43.5085)	(4, 43.7133)	(5, 43.6427)	(6, 44.9322)	(7, 44.152)	(8, 43.748799999999996)	(9, 43.9157)	(10, 43.959399999999995)	(11, 43.8626)	(12, 43.9984)	(13, 43.879400000000004)	(14, 43.817099999999996)	(15, 44.0317)	(16, 44.0982)	(17, 44.0552)	(18, 44.358399999999996)	(19, 44.2932)	(20, 44.306)	(21, 44.5342)	(22, 44.4932)	(23, 44.5182)	(24, 44.6461)	(25, 44.649499999999996)	(26, 44.6127)	(27, 44.793)	(28, 44.770900000000005)	(29, 44.764700000000005)	(30, 44.8988)	(31, 44.8421)	(32, 44.8322)	(33, 45.0015)	(34, 44.9249)	(35, 44.9315)	(36, 45.0758)	(37, 45.0154)	(38, 45.0245)	(39, 45.1515)	(40, 45.134600000000006)	(41, 45.1125)	(42, 45.2166)	(43, 45.173)	(44, 45.1772)	(45, 45.293499999999995)	(46, 45.2691)	(47, 45.242399999999996)	(48, 45.373999999999995)	(49, 45.3087)	(50, 45.3213)	(51, 45.461200000000005)	(52, 45.4152)	(53, 45.4047)	(54, 45.5094)	(55, 45.4965)	(56, 45.5265)	(57, 45.633)	(58, 45.6098)	(59, 45.580999999999996)	(60, 45.6918)	(61, 45.7042)	(62, 45.6955)	(63, 45.7906)	(64, 45.7879)	(65, 45.759100000000004)	(66, 45.8908)	(67, 45.8468)	(68, 45.8578)	(69, 45.972)	(70, 45.9787)	(71, 46.0514)	(72, 46.1413)	(73, 46.104099999999995)	(74, 46.1203)	(75, 46.2554)	(76, 46.124500000000005)	(77, 46.1489)	(78, 46.2538)	(79, 46.2411)	(80, 46.2401)	(81, 46.353899999999996)	(82, 46.3394)	(83, 46.3316)	(84, 46.4906)	(85, 46.482600000000005)	(86, 46.513)	(87, 46.605000000000004)	(88, 46.636)	(89, 46.663700000000006)	(90, 46.814299999999996)											
ERR034521	(1, 39.868700000000004)	(2, 40.781099999999995)	(3, 42.3665)	(4, 42.408)	(5, 42.1427)	(6, 42.9395)	(7, 42.815999999999995)	(8, 42.2562)	(9, 42.402)	(10, 42.863099999999996)	(11, 42.7735)	(12, 42.858000000000004)	(13, 42.7041)	(14, 42.7395)	(15, 42.8891)	(16, 42.8949)	(17, 43.0214)	(18, 43.2074)	(19, 43.2067)	(20, 43.294399999999996)	(21, 43.4264)	(22, 43.4335)	(23, 43.4901)	(24, 43.640699999999995)	(25, 43.6253)	(26, 43.6558)	(27, 43.8267)	(28, 43.7536)	(29, 43.801899999999996)	(30, 43.8927)	(31, 43.8825)	(32, 43.913000000000004)	(33, 44.0187)	(34, 43.9654)	(35, 44.056400000000004)	(36, 44.0997)	(37, 44.0551)	(38, 44.3341)	(39, 44.238499999999995)	(40, 44.1525)	(41, 44.1714)	(42, 44.2757)	(43, 44.2751)	(44, 44.2461)	(45, 44.3309)	(46, 44.3358)	(47, 44.3178)	(48, 44.4038)	(49, 44.3839)	(50, 44.369)	(51, 44.4705)	(52, 44.4579)	(53, 44.4447)	(54, 44.575199999999995)	(55, 44.5537)	(56, 44.5391)	(57, 44.6176)	(58, 44.5982)	(59, 44.6034)	(60, 44.684000000000005)	(61, 44.6639)	(62, 44.6785)	(63, 44.7421)	(64, 44.7158)	(65, 44.731700000000004)	(66, 44.8116)	(67, 44.7977)	(68, 44.8033)	(69, 44.8851)	(70, 44.8476)	(71, 44.897999999999996)	(72, 44.9441)	(73, 44.9069)	(74, 44.9096)	(75, 45.0263)	(76, 44.9014)	(77, 44.9558)	(78, 45.0177)	(79, 45.0079)	(80, 44.994299999999996)	(81, 45.0788)	(82, 45.0877)	(83, 45.0552)	(84, 45.1623)	(85, 45.1036)	(86, 45.1293)	(87, 45.1959)	(88, 45.1863)	(89, 45.2089)	(90, 45.2618)											
ERR034553	(1, 39.415800000000004)	(2, 40.1841)	(3, 41.8061)	(4, 41.903600000000004)	(5, 41.6807)	(6, 42.4281)	(7, 42.3525)	(8, 41.7579)	(9, 41.9287)	(10, 42.385400000000004)	(11, 42.295300000000005)	(12, 42.3815)	(13, 42.1864)	(14, 42.2577)	(15, 42.4213)	(16, 42.442)	(17, 42.564)	(18, 42.7451)	(19, 42.774)	(20, 42.8491)	(21, 43.000699999999995)	(22, 43.034099999999995)	(23, 43.0608)	(24, 43.234)	(25, 43.216100000000004)	(26, 43.2616)	(27, 43.394800000000004)	(28, 43.452600000000004)	(29, 43.3882)	(30, 43.5119)	(31, 43.4896)	(32, 43.519200000000005)	(33, 43.6385)	(34, 43.5895)	(35, 43.635000000000005)	(36, 43.7192)	(37, 43.6778)	(38, 43.6942)	(39, 43.8166)	(40, 43.7618)	(41, 43.7932)	(42, 43.8851)	(43, 43.8585)	(44, 43.849900000000005)	(45, 43.9697)	(46, 43.9297)	(47, 43.939299999999996)	(48, 44.0274)	(49, 43.9971)	(50, 43.992399999999996)	(51, 44.091)	(52, 44.0659)	(53, 44.067099999999996)	(54, 44.1601)	(55, 44.1284)	(56, 44.1575)	(57, 44.2271)	(58, 44.2071)	(59, 44.2154)	(60, 44.3069)	(61, 44.2783)	(62, 44.289)	(63, 44.3674)	(64, 44.329499999999996)	(65, 44.347500000000004)	(66, 44.4152)	(67, 44.407999999999994)	(68, 44.4089)	(69, 44.4917)	(70, 44.4716)	(71, 44.480199999999996)	(72, 44.562000000000005)	(73, 44.5361)	(74, 44.519)	(75, 44.630900000000004)	(76, 44.5398)	(77, 44.563399999999994)	(78, 44.6336)	(79, 44.6025)	(80, 44.6179)	(81, 44.686)	(82, 44.6596)	(83, 44.655899999999995)	(84, 44.7984)	(85, 44.703700000000005)	(86, 44.7217)	(87, 44.784600000000005)	(88, 44.7551)	(89, 44.7632)	(90, 44.8527)											
ERR034626	(1, 40.2367)	(2, 41.510999999999996)	(3, 42.7701)	(4, 42.815999999999995)	(5, 42.39)	(6, 43.3454)	(7, 43.1766)	(8, 42.6175)	(9, 42.7304)	(10, 43.485099999999996)	(11, 43.337199999999996)	(12, 43.373400000000004)	(13, 43.0811)	(14, 43.1221)	(15, 43.2699)	(16, 43.2817)	(17, 43.4127)	(18, 43.5829)	(19, 43.5747)	(20, 43.6834)	(21, 43.7878)	(22, 43.823499999999996)	(23, 43.8337)	(24, 44.0069)	(25, 43.9668)	(26, 44.0118)	(27, 44.154700000000005)	(28, 44.1202)	(29, 44.1503)	(30, 44.2658)	(31, 44.2388)	(32, 44.2655)	(33, 44.3525)	(34, 44.308)	(35, 44.3619)	(36, 44.4415)	(37, 44.4075)	(38, 44.459700000000005)	(39, 44.5271)	(40, 44.5034)	(41, 44.5676)	(42, 44.594899999999996)	(43, 44.5777)	(44, 44.6322)	(45, 44.6857)	(46, 44.6346)	(47, 44.683499999999995)	(48, 44.7324)	(49, 44.7123)	(50, 44.715700000000005)	(51, 44.801)	(52, 44.7746)	(53, 44.7988)	(54, 44.9032)	(55, 44.8493)	(56, 44.8769)	(57, 44.966)	(58, 44.9114)	(59, 44.9334)	(60, 45.0263)	(61, 44.992399999999996)	(62, 45.0079)	(63, 45.0627)	(64, 45.0245)	(65, 45.0696)	(66, 45.141799999999996)	(67, 45.1245)	(68, 45.1525)	(69, 45.2014)	(70, 45.172200000000004)	(71, 45.2134)	(72, 45.2613)	(73, 45.2772)	(74, 45.2502)	(75, 45.351200000000006)	(76, 45.197900000000004)	(77, 45.2466)	(78, 45.3377)	(79, 45.305299999999995)	(80, 45.3283)	(81, 45.3676)	(82, 45.3346)	(83, 45.3574)	(84, 45.4381)	(85, 45.4276)	(86, 45.401799999999994)	(87, 45.4533)	(88, 45.4326)	(89, 45.4635)	(90, 45.5295)											
ERR047840	(1, 42.6984)	(2, 43.3282)	(3, 43.4897)	(4, 43.7242)	(5, 43.8589)	(6, 44.7311)	(7, 44.0964)	(8, 43.8818)	(9, 43.982)	(10, 43.8978)	(11, 43.943599999999996)	(12, 44.0055)	(13, 43.8855)	(14, 43.8213)	(15, 44.0372)	(16, 44.0292)	(17, 44.0627)	(18, 44.2852)	(19, 44.251200000000004)	(20, 44.3149)	(21, 44.4701)	(22, 44.4224)	(23, 44.4717)	(24, 44.612)	(25, 44.6113)	(26, 44.6226)	(27, 44.796)	(28, 44.7271)	(29, 44.7156)	(30, 44.8262)	(31, 44.805)	(32, 44.8056)	(33, 44.9259)	(34, 44.893499999999996)	(35, 44.9099)	(36, 45.0168)	(37, 44.9718)	(38, 44.9886)	(39, 45.1039)	(40, 45.0609)	(41, 45.0647)	(42, 45.157399999999996)	(43, 45.115300000000005)	(44, 45.122099999999996)	(45, 45.243100000000005)	(46, 45.1948)	(47, 45.1987)	(48, 45.3032)	(49, 45.2605)	(50, 45.171099999999996)	(51, 45.3604)	(52, 45.3489)	(53, 45.3258)	(54, 45.4476)	(55, 45.4108)	(56, 45.4204)	(57, 45.4982)	(58, 45.4884)	(59, 45.4383)	(60, 45.5488)	(61, 45.5698)	(62, 45.5272)	(63, 45.671800000000005)	(64, 45.6318)	(65, 45.6284)	(66, 45.725300000000004)	(67, 45.7189)	(68, 45.7181)	(69, 45.8082)	(70, 45.7894)	(71, 45.7964)	(72, 45.887699999999995)	(73, 45.8455)	(74, 45.8465)	(75, 45.974199999999996)	(76, 45.791900000000005)	(77, 45.8341)	(78, 45.929700000000004)	(79, 45.8952)	(80, 45.9075)	(81, 45.989999999999995)	(82, 45.9621)	(83, 45.9445)	(84, 46.0525)	(85, 46.0146)	(86, 46.0128)	(87, 46.0956)	(88, 46.0708)	(89, 46.089999999999996)	(90, 46.1715)											
ERR050746	(1, 43.8504)	(2, 45.5081)	(3, 45.3969)	(4, 45.6586)	(5, 45.5999)	(6, 46.664)	(7, 46.0161)	(8, 45.7684)	(9, 45.868700000000004)	(10, 45.886300000000006)	(11, 45.9202)	(12, 46.0554)	(13, 45.873599999999996)	(14, 45.8629)	(15, 46.0245)	(16, 46.0259)	(17, 46.083)	(18, 46.2714)	(19, 46.2357)	(20, 46.3117)	(21, 46.4668)	(22, 46.4389)	(23, 46.4668)	(24, 46.6136)	(25, 46.5684)	(26, 46.5875)	(27, 46.7087)	(28, 46.6902)	(29, 46.6804)	(30, 46.803)	(31, 46.757)	(32, 46.7773)	(33, 46.913199999999996)	(34, 46.8519)	(35, 46.880500000000005)	(36, 46.9792)	(37, 46.9267)	(38, 46.9433)	(39, 47.0521)	(40, 47.016000000000005)	(41, 47.027)	(42, 47.1307)	(43, 47.091300000000004)	(44, 47.091100000000004)	(45, 47.1919)	(46, 47.1387)	(47, 47.146100000000004)	(48, 47.2386)	(49, 47.1991)	(50, 47.2118)	(51, 47.2978)	(52, 47.2742)	(53, 47.2633)	(54, 47.360600000000005)	(55, 47.315400000000004)	(56, 47.3355)	(57, 47.3993)	(58, 47.3533)	(59, 47.3602)	(60, 47.4542)	(61, 47.417500000000004)	(62, 47.425)	(63, 47.4997)	(64, 47.450199999999995)	(65, 47.4536)	(66, 47.543)	(67, 47.5084)	(68, 47.5048)	(69, 47.5846)	(70, 47.5451)	(71, 47.5512)	(72, 47.6212)	(73, 47.5738)	(74, 47.5761)	(75, 47.6586)	(76, 47.661500000000004)	(77, 47.5925)	(78, 47.6599)	(79, 47.610200000000006)	(80, 47.6245)	(81, 47.6746)	(82, 47.653099999999995)	(83, 47.650999999999996)	(84, 47.7169)	(85, 47.6722)	(86, 47.6516)	(87, 47.7039)	(88, 47.686099999999996)	(89, 47.6878)	(90, 47.751)											
